file,decile,mean_energy,fragile_fraction,mean_abs_diff,d_rs_per_bit,d_spa_per_bit,flips,domain
nature10.wav,7,496.4748007398276,0.0060263900204291345,168.4176632181414,2.6000000000000005e-08,1.4298999999999996e-08,20000,ambient
nature10.wav,8,1063.6442402038838,0.0024602411118161164,355.2062263339951,-8.200000000000004e-09,-5.255000000000016e-09,20000,ambient
nature10.wav,9,2944.5120020057025,0.0008142489474093381,1032.8302434154266,3.0999999999999996e-09,-9.5005e-09,20000,ambient
nature11.wav,0,101.51784560207001,0.05585938797886832,46.55753065089544,5.735e-08,6.12095e-08,20000,ambient
nature11.wav,1,128.09119962551543,0.017686523002453505,54.14332732700785,-4.86e-08,8.3415e-09,20000,ambient
nature11.wav,2,141.83099666007325,0.01659262609065759,57.69873244307299,1.5999999999999955e-09,2.31845e-08,20000,ambient
nature11.wav,3,156.26076721636585,0.01541633413141793,61.94197259909551,-2.1250000000000002e-08,3.6999999999999996e-09,20000,ambient
nature11.wav,4,172.911303445856,0.014371313236105847,66.84904468341215,1.5399999999999996e-08,6.699999999999987e-11,20000,ambient
nature11.wav,5,192.7644778887816,0.013533554569819176,71.93307042103653,-1.3300000000000003e-08,1.4397500000000002e-08,20000,ambient
nature11.wav,6,217.47002624740475,0.012434916180685316,80.78645192608207,-4.9149999999999993e-08,1.13695e-08,20000,ambient
nature11.wav,7,249.36438879013548,0.01063285078765552,90.34267171156314,4.49e-08,-4.0345000000000005e-09,20000,ambient
nature11.wav,8,298.37751005514656,0.008450179840570171,109.3648802281748,-4.465e-08,6.386e-09,20000,ambient
nature11.wav,9,431.998332819909,0.005555407883894633,182.10223013742325,-5.100000000000001e-08,9.889e-09,20000,ambient
nature2.wav,0,85.46966332862257,0.14110087348337985,9.720036226731436,6.925e-08,3.7459e-08,20000,ambient
nature2.wav,1,109.23366083539747,0.09462090240651722,10.84511134073109,2.7350000000000003e-08,1.8981e-08,20000,ambient
nature2.wav,2,118.82594928316749,0.09380861634537266,11.02771277850369,3.32e-08,2.5377500000000003e-08,20000,ambient
nature2.wav,3,126.98953787222324,0.09041963697358174,11.73398280716468,5.560000000000001e-08,3.4438e-08,20000,ambient
